web-scraper-order,web-scraper-start-url,page-link,page-link-href,Nombre_pieces,Nombre_salle,Supeficie,Adresse
"1716419461-752","https://sn.coinafrique.com/categorie/villas?page=2","Location villa 4 pièces - Sacré Cœur VDN","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-sacre-cur-vdn-4705494","Nbre de pièces5","Nbre de salles de bain3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716419464-753","https://sn.coinafrique.com/categorie/villas?page=2","Location villa R+1 6 pièces -  Sacré cœur 1","https://sn.coinafrique.com/annonce/villas/location-villa-r1-6-pieces-sacre-cur-1-4724605","Nbre de pièces6","Nbre de salles de bain4","","Sacré-Coeur, Dakar, Sénégal"
"1716419467-754","https://sn.coinafrique.com/categorie/villas?page=2","Location villa 6 pièces - Mermoz","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-4715640","Nbre de pièces5","Superficie200 m2","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716419469-755","https://sn.coinafrique.com/categorie/villas?page=2","Location villas 5 pièces - Point E","https://sn.coinafrique.com/annonce/villas/location-villas-5-pieces-point-e-4742337","Nbre de pièces5","Nbre de salles de bain3","Superficie250","Point E, Dakar, Sénégal"
"1716419471-756","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa R+3 - Medina","https://sn.coinafrique.com/annonce/villas/vente-villa-r3-medina-4752664","Superficie300","","","Medina, Dakar, Sénégal"
"1716419477-757","https://sn.coinafrique.com/categorie/villas","Location villa 5 pièces - Point E","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-point-e-4742478","Nbre de pièces5","Nbre de salles de bain5","Superficie12","Point E, Dakar, Sénégal"
"1716419480-758","https://sn.coinafrique.com/categorie/villas","Location villa 7 pièces - Dakar Plateaux","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-dakar-plateaux-4742475","Nbre de pièces7","Nbre de salles de bain5","Superficie12","Dakar Plateau, Dakar, Sénégal"
"1716419482-759","https://sn.coinafrique.com/categorie/villas","Location villa 5 pièces  avec un grand jardin - Point E","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-avec-un-grand-jardin-point-e-4742490","Nbre de pièces5","Nbre de salles de bain5","Superficie350","Point E, Dakar, Sénégal"
"1716419485-760","https://sn.coinafrique.com/categorie/villas","Location villas 4 pièces - Saly","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-saly-4729198","Nbre de pièces4","","","Saly, Sénégal"
"1716419487-761","https://sn.coinafrique.com/categorie/villas","Location villa 5 pièces -Saly","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-saly-4718272","Nbre de pièces5","","","Saly, Sénégal"
"1716419490-762","https://sn.coinafrique.com/categorie/villas","Location villa 4 pièces - Saly","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-saly-4742512","Nbre de pièces4","","","Saly, Sénégal"
"1716419492-763","https://sn.coinafrique.com/categorie/villas","Vente villa - Zac Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-zac-mbao-4748367","","","","Colobane, Dakar, Sénégal"
"1716419495-764","https://sn.coinafrique.com/categorie/villas","Location villas 4 pièces - Saly","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-saly-4729000","Nbre de pièces4","","","Saly, Sénégal"
"1716419498-765","https://sn.coinafrique.com/categorie/villas","Location villa meublée 7 pièces - S...","https://sn.coinafrique.com/annonce/villas/location-villa-meublee-7-pieces-saly-4748438","Nbre de pièces7","","","Saly, Sénégal"
"1716419500-766","https://sn.coinafrique.com/categorie/villas","Location villa 5 pièces - Mermoz-sacré coeur","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-sacre-coeur-4706570","Nbre de pièces5","Nbre de salles de bain4","Superficie12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716419503-767","https://sn.coinafrique.com/categorie/villas","Vente villa 4 pièces - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-mbour-4742616","Nbre de pièces6","Nbre de salles de bain3","Superficie150 m2","Mbour, Sénégal"
"1716419505-768","https://sn.coinafrique.com/categorie/villas","Location villa 5 pièces - Saly","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-saly-4742677","Nbre de pièces5","","","Saly, Sénégal"
"1716419508-769","https://sn.coinafrique.com/categorie/villas","Vente villa 3 pièces - Thies","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-thies-4744717","Nbre de pièces8","Nbre de salles de bain2","Superficie300","Thies, Sénégal"
"1716419510-770","https://sn.coinafrique.com/categorie/villas","Location villa 4 pièces - Saly","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-saly-4721282","Nbre de pièces4","","","Saly, Sénégal"
"1716419513-771","https://sn.coinafrique.com/categorie/villas","Vente villa -  petit Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-petit-mbao-4752900","Superficie480 m2","","","Dakar, Sénégal"
"1716419515-772","https://sn.coinafrique.com/categorie/villas","Location villas 5 pièces - Yoff","https://sn.coinafrique.com/annonce/villas/location-villas-5-pieces-yoff-4732489","Nbre de pièces5","","","Yoff, Dakar, Sénégal"
"1716419517-773","https://sn.coinafrique.com/categorie/villas","Vente villa duplex 6 pièces - Ndayane","https://sn.coinafrique.com/annonce/villas/vente-villa-duplex-6-pieces-ndayane-4732507","Nbre de pièces10","Nbre de salles de bain6","Superficie1000 m2","Mbour, Sénégal"
"1716419520-774","https://sn.coinafrique.com/categorie/villas","Location villa 4 pièces - Ngaparou","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-ngaparou-4721474","Nbre de pièces4","","","Ngaparou, Sénégal"
"1716419522-775","https://sn.coinafrique.com/categorie/villas","Location villas 3 pièces - Mbour","https://sn.coinafrique.com/annonce/villas/location-villas-3-pieces-mbour-4732550","Nbre de pièces3","","","Mbour, Sénégal"
"1716419525-776","https://sn.coinafrique.com/categorie/villas","Location villas 4 pièces - Dakar Plateau","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-dakar-plateau-4732599","Nbre de pièces4","Nbre de salles de bain3","Superficie2","Dakar Plateau, Dakar, Sénégal"
"1716419527-777","https://sn.coinafrique.com/categorie/villas","Vente villas 5 pièces-  cite Apix Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-cite-apix-keur-massar-4753045","Nbre de pièces5","Nbre de salles de bain3","Superficie150","Keur Massar, Sénégal"
"1716419530-778","https://sn.coinafrique.com/categorie/villas","Vente villas 3 pièces - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villas-3-pieces-dakar-4753068","Nbre de pièces3","Superficie300","","Dakar, Sénégal"
"1716419533-779","https://sn.coinafrique.com/categorie/villas","Location villas 4 pièces - Saly","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-saly-4732658","Nbre de pièces4","","","Saly, Sénégal"
"1716419535-780","https://sn.coinafrique.com/categorie/villas","Location villa 6 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-4732721","Nbre de pièces6","Nbre de salles de bain6","","Almadies, Dakar, Sénégal"
"1716419539-781","https://sn.coinafrique.com/categorie/villas","Location villa 7 pièces - Ngor Alma...","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-ngor-almadies-4727095","Nbre de pièces7","Nbre de salles de bain5","Superficie250","Almadies, Dakar, Sénégal"
"1716419542-782","https://sn.coinafrique.com/categorie/villas","Vente villa 4 pièces - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-mbour-4738272","Nbre de pièces6","Nbre de salles de bain3","Superficie300 m2","Mbour, Sénégal"
"1716419544-783","https://sn.coinafrique.com/categorie/villas","Vente villa 6 pièces - Somone","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-somone-4738289","Nbre de pièces8","Nbre de salles de bain3","Superficie600 m2","Saly, Sénégal"
"1716419546-784","https://sn.coinafrique.com/categorie/villas","Vente villa 6 pièces - Somone","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-somone-4738303","Nbre de pièces10","Nbre de salles de bain5","Superficie350 m2","Saly, Sénégal"
"1716419549-785","https://sn.coinafrique.com/categorie/villas","Vente villa 5 pièces - Saly Bambara","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-saly-bambara-4738304","Nbre de pièces8","Nbre de salles de bain4","Superficie444 m2","Saly, Sénégal"
"1716419551-786","https://sn.coinafrique.com/categorie/villas","Vente villas 4 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-saly-4706928","Nbre de pièces4","Nbre de salles de bain2","Superficie300","Saly, Sénégal"
"1716419554-787","https://sn.coinafrique.com/categorie/villas","Vente villa 5 pièces - Rufisque","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-rufisque-4712885","Nbre de pièces5","Nbre de salles de bain1","Superficie200","Rufisque, Sénégal"
"1716419556-788","https://sn.coinafrique.com/categorie/villas","Vente villa meublée - Lac rose","https://sn.coinafrique.com/annonce/villas/vente-villa-meublee-lac-rose-4705443","Superficie400","","","Lac rose, Sénégal"
"1716419558-789","https://sn.coinafrique.com/categorie/villas","Location villa  6 pièces - cité Djily Mbaye","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-cite-djily-mbaye-4743428","Nbre de pièces6","Nbre de salles de bain4","Superficie230","Yoff, Dakar, Sénégal"
"1716419561-790","https://sn.coinafrique.com/categorie/villas","Location villa 5 pièces + piscines - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-piscines-almadies-4749275","Nbre de pièces5","Nbre de salles de bain3","Superficie500","Almadies, Dakar, Sénégal"
"1716419563-791","https://sn.coinafrique.com/categorie/villas","Vente maison -Pikine","https://sn.coinafrique.com/annonce/villas/vente-maison-pikine-4753522","Nbre de pièces8","Superficie245 m2","","Dakar, Sénégal"
"1716419566-792","https://sn.coinafrique.com/categorie/villas","Location villa -  Cité Keur Goorgui","https://sn.coinafrique.com/annonce/villas/location-villa-cite-keur-goorgui-4738645","Nbre de pièces7","Nbre de salles de bain2","Superficie250 m2","Sacré-Coeur, Dakar, Sénégal"
"1716419568-793","https://sn.coinafrique.com/categorie/villas","Location villas 6 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-almadies-4722587","Nbre de pièces6","Nbre de salles de bain6","Superficie12","Almadies, Dakar, Sénégal"
"1716419571-794","https://sn.coinafrique.com/categorie/villas","Vente villa - Cité Comico Yeumbeul","https://sn.coinafrique.com/annonce/villas/vente-villa-cite-comico-yeumbeul-4753758","Nbre de pièces3","Nbre de salles de bain1","Superficie200 m2","Dakar, Sénégal"
"1716419573-795","https://sn.coinafrique.com/categorie/villas","Location villas 6 pièces - Ngor Almadies","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-ngor-almadies-4727680","Nbre de pièces6","Nbre de salles de bain4","Superficie250","Almadies, Dakar, Sénégal"
"1716419576-796","https://sn.coinafrique.com/categorie/villas","Vente villa 5 pièces - Ngaparou","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-ngaparou-4753823","Nbre de pièces7","Nbre de salles de bain3","Superficie552 m2","Patte d'oie, Dakar, Sénégal"
"1716419578-797","https://sn.coinafrique.com/categorie/villas","Vente villa R+2 - Amitié Point E","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-amitie-point-e-4749684","Nbre de pièces10","Superficie302 m2","","Point E, Dakar, Sénégal"
"1716419581-798","https://sn.coinafrique.com/categorie/villas","Location villas 6 pièces - cité Dji...","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-cite-djily-mbaye-4723133","Nbre de pièces6","Nbre de salles de bain4","Superficie200","Yoff, Dakar, Sénégal"
"1716419584-799","https://sn.coinafrique.com/categorie/villas","Location villas 3 pièces - Ouakam","https://sn.coinafrique.com/annonce/villas/location-villas-3-pieces-ouakam-4704499","Nbre de pièces3","Nbre de salles de bain2","","Ouakam, Dakar, Sénégal"
"1716419586-800","https://sn.coinafrique.com/categorie/villas","Vente maison inachevée  - Zac Mbao","https://sn.coinafrique.com/annonce/villas/vente-maison-inachevee-zac-mbao-4728611","Superficie150","","","Mbao, Dakar, Sénégal"
"1716419589-801","https://sn.coinafrique.com/categorie/villas","Location villas 6 pièces - Mermoz-Sacré coeur","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-mermoz-sacre-coeur-4720074","Nbre de pièces6","Nbre de salles de bain6","Superficie200","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716419592-802","https://sn.coinafrique.com/categorie/villas","Location villas 9 pièces - Mariste","https://sn.coinafrique.com/annonce/villas/location-villas-9-pieces-mariste-4750431","Nbre de pièces9","Nbre de salles de bain4","Superficie200","Mariste, Dakar, Sénégal"
"1716419594-803","https://sn.coinafrique.com/categorie/villas","Location villas 6 pièces - Yoff","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-yoff-4750468","Nbre de pièces6","Nbre de salles de bain6","Superficie12","Yoff, Dakar, Sénégal"
"1716419597-804","https://sn.coinafrique.com/categorie/villas","Location villa 5 pièces  - Point E","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-point-e-4745524","Nbre de pièces5","Nbre de salles de bain3","Superficie500","Point E, Dakar, Sénégal"
"1716419600-805","https://sn.coinafrique.com/categorie/villas","Location villas duplex 9 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villas-duplex-9-pieces-mamelles-4724340","","","","Mamelles, Dakar, Sénégal"
"1716419603-806","https://sn.coinafrique.com/categorie/villas","Vente maison meublée - Somone","https://sn.coinafrique.com/annonce/villas/vente-maison-meublee-somone-4729383","Nbre de pièces8","Superficie300 m2","","Mbour, Sénégal"
"1716419605-807","https://sn.coinafrique.com/categorie/villas","Vente villa 4 pièces - Apix","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-apix-4735332","Nbre de pièces4","Nbre de salles de bain4","Superficie150","Cambérène, Dakar, Sénégal"
"1716419608-808","https://sn.coinafrique.com/categorie/villas","Vente villa - Yoff Cité Biagui","https://sn.coinafrique.com/annonce/villas/vente-villa-yoff-cite-biagui-4705597","Nbre de pièces6","Nbre de salles de bain8","Superficie246 m2","Yoff, Dakar, Sénégal"
"1716419612-809","https://sn.coinafrique.com/categorie/villas","Vente villa 05 pièces - Yoff-Biagui","https://sn.coinafrique.com/annonce/villas/vente-villa-05-pieces-yoff-biagui-4705769","Nbre de pièces5","Nbre de salles de bain8","Superficie248","Yoff, Dakar, Sénégal"
"1716419614-810","https://sn.coinafrique.com/categorie/villas","Vente villa 08 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-08-pieces-almadies-4738803","Nbre de pièces8","Nbre de salles de bain15","Superficie200","Almadies, Dakar, Sénégal"
"1716419617-811","https://sn.coinafrique.com/categorie/villas","Location villa 04 pièces - Mermoz-Sacré coeur","https://sn.coinafrique.com/annonce/villas/location-villa-04-pieces-mermoz-sacre-coeur-4738852","Nbre de pièces4","Nbre de salles de bain3","Superficie200","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716419620-812","https://sn.coinafrique.com/categorie/villas","Location villa 04 pièces - Dakar","https://sn.coinafrique.com/annonce/villas/location-villa-04-pieces-dakar-4738859","Nbre de pièces4","Nbre de salles de bain3","Superficie225","Dakar, Sénégal"
"1716419623-813","https://sn.coinafrique.com/categorie/villas","Vente villa 4 pièces - Ouakam cité Batrain","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-ouakam-cite-batrain-4720723","Nbre de pièces4","Nbre de salles de bain3","Superficie295 m2","Dakar, Sénégal"
"1716419626-814","https://sn.coinafrique.com/categorie/villas","Vente villas 11 pièces - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villas-11-pieces-mbour-4717389","Nbre de pièces11","Nbre de salles de bain3","Superficie300","Mbour, Sénégal"
"1716419628-815","https://sn.coinafrique.com/categorie/villas","Vente villas 03 pièces - Fann-hock","https://sn.coinafrique.com/annonce/villas/vente-villas-03-pieces-fann-hock-4755955","Nbre de pièces3","Nbre de salles de bain2","Superficie230","Fann, Dakar, Sénégal"
