web-scraper-order,web-scraper-start-url,page-link,page-link-href,Nombre_pieces,Nombre_sallebain,Superficie,Adresse
"1716422232-403","https://sn.coinafrique.com/categorie/appartements?page=6","Location appartement 4 pièces - Cité Douane","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-douane-4676594","Nbre de pièces4","Nbre de salles de bain3","","Colobane, Dakar, Sénégal"
"1716422235-404","https://sn.coinafrique.com/categorie/appartements?page=6","Location appartement 4 pièces - Keur Gorgui","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-keur-gorgui-4680055","Nbre de pièces3","Nbre de salles de bain2","Superficie160","Dakar, Sénégal"
"1716422237-405","https://sn.coinafrique.com/categorie/appartements?page=6","Location studio - Keur Gorgui","https://sn.coinafrique.com/annonce/appartements/location-studio-keur-gorgui-4680066","Nbre de pièces2","Nbre de salles de bain2","Superficie160","Dakar, Sénégal"
"1716422240-406","https://sn.coinafrique.com/categorie/appartements?page=6","Location appartements 3 pièces - Dakar plateau","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-dakar-plateau-4721227","Nbre de pièces4","Nbre de salles de bain2","","Dakar Plateau, Dakar, Sénégal"
"1716422242-407","https://sn.coinafrique.com/categorie/appartements?page=6","Location appartement 2 pièces - Dakar Plateau","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-dakar-plateau-4721249","Nbre de pièces2","Nbre de salles de bain1","Superficie48","Dakar Plateau, Dakar, Sénégal"
"1716422245-408","https://sn.coinafrique.com/categorie/appartements?page=6","Location appartement 4 pièces - Mbao","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mbao-4721321","Nbre de pièces4","Superficie100","","Mbao, Dakar, Sénégal"
"1716422247-409","https://sn.coinafrique.com/categorie/appartements?page=6","Location appartement 2 pièces - Saly Joseph","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-saly-joseph-4721361","Nbre de pièces2","Nbre de salles de bain2","Superficie110 m2","Mbour, Sénégal"
"1716422250-410","https://sn.coinafrique.com/categorie/appartements?page=6","Location appartement 2 pièces - Mermoz - Sacré coeur","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-mermoz-sacre-coeur-4677373","Nbre de pièces2","Nbre de salles de bain2","Superficie12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716422253-411","https://sn.coinafrique.com/categorie/appartements?page=6","Vente appartement 3 pièces -  Cité keur gorgui","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-cite-keur-gorgui-4677421","Nbre de pièces3","Nbre de salles de bain2","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716422255-412","https://sn.coinafrique.com/categorie/appartements?page=6","Location appartement 3 pièces -Mariste","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mariste-4677769","Nbre de pièces3","Nbre de salles de bain2","","Mariste, Dakar, Sénégal"
"1716422258-413","https://sn.coinafrique.com/categorie/appartements?page=6","Location appartement 3 pièces - Ouakam cité Avion","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouakam-cite-avion-4721953","Nbre de pièces3","Nbre de salles de bain2","","Ouakam, Dakar, Sénégal"
"1716422260-414","https://sn.coinafrique.com/categorie/appartements?page=6","Location  appartement 3 pièces - Cité Biagué","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cite-biague-4722156","Nbre de pièces5","Nbre de salles de bain2","Superficie150 m2","Almadies, Dakar, Sénégal"
"1716422263-415","https://sn.coinafrique.com/categorie/appartements?page=6","Location appartements 4 pièces - Fann résidence","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-fann-residence-4678246","","","","Fann, Dakar, Sénégal"
"1716422265-416","https://sn.coinafrique.com/categorie/appartements?page=6","Location appartement 03 pièces - Fass","https://sn.coinafrique.com/annonce/appartements/location-appartement-03-pieces-fass-4722524","Nbre de pièces3","Nbre de salles de bain2","","Fass, Dakar, Sénégal"
"1716422268-417","https://sn.coinafrique.com/categorie/appartements?page=6","Location appartement 03 pièces - Diamalaye 1","https://sn.coinafrique.com/annonce/appartements/location-appartement-03-pieces-diamalaye-1-4722710","Nbre de pièces3","Nbre de salles de bain1","Superficie100","Diamalaye 1, Dakar, Sénégal"
"1716422270-418","https://sn.coinafrique.com/categorie/appartements?page=6","Location appartement 3 pièces  -  Ngor Extension","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-extension-4722955","Nbre de pièces3","Nbre de salles de bain2","","Ngor, Dakar, Sénégal"
"1716422273-419","https://sn.coinafrique.com/categorie/appartements?page=6","Location appartement 3 pièces - Rufisque","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-rufisque-4723166","Nbre de pièces3","Nbre de salles de bain1","","Rufisque, Sénégal"
"1716422275-420","https://sn.coinafrique.com/categorie/appartements?page=6","Location appartements 3 pièces - Mariste","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mariste-4723263","Nbre de pièces3","Nbre de salles de bain1","Superficie150","Mariste, Dakar, Sénégal"
"1716422283-421","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartements 3 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mamelles-4723506","Nbre de pièces3","Nbre de salles de bain1","","Mamelles, Dakar, Sénégal"
"1716422286-422","https://sn.coinafrique.com/categorie/appartements?page=5","Location  studio  - Mermoz","https://sn.coinafrique.com/annonce/appartements/location-studio-mermoz-4723600","Nbre de pièces2","Nbre de salles de bain1","Superficie110 m2","Dakar, Sénégal"
"1716422288-423","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement  4 pièces -  Sacré cœur 3","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-cur-3-4723618","Nbre de pièces4","Nbre de salles de bain4","Superficie150 m2","Dakar, Sénégal"
"1716422290-424","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartements 4 pièces - Dakar","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-dakar-4723735","Nbre de pièces4","Nbre de salles de bain2","Superficie150","Dakar, Sénégal"
"1716422293-425","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 4 pièces - Keur Massar","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-keur-massar-4723778","","","","Dakar, Sénégal"
"1716422295-426","https://sn.coinafrique.com/categorie/appartements?page=5","Location studio - Keur Massar","https://sn.coinafrique.com/annonce/appartements/location-studio-keur-massar-4723856","Nbre de pièces2","Nbre de salles de bain1","Superficie150","Rufisque, Sénégal"
"1716422298-427","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartements 3 pièces - Sicap liberté","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-sicap-liberte-4724197","Nbre de pièces3","","","Sicap Liberté, Dakar, Sénégal"
"1716422300-428","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement meublé - Zone de Tanière","https://sn.coinafrique.com/annonce/appartements/location-appartement-meuble-zone-de-taniere-4724838","Nbre de pièces4","Nbre de salles de bain3","Superficie175 m2","Saly, Sénégal"
"1716422303-429","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 4 pièces - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouakam-4680324","Nbre de pièces4","Nbre de salles de bain3","Superficie134","Ouakam, Dakar, Sénégal"
"1716422305-430","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 04 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartement-04-pieces-mamelles-4725389","Nbre de pièces4","Nbre de salles de bain4","Superficie138","Mamelles, Dakar, Sénégal"
"1716422308-431","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 04 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartement-04-pieces-mamelles-4725435","Nbre de pièces4","Nbre de salles de bain4","Superficie138","Mamelles, Dakar, Sénégal"
"1716422310-432","https://sn.coinafrique.com/categorie/appartements?page=5","Vente appartement 3 pièces - Mamell...","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-mamelles-4680400","Nbre de pièces3","Nbre de salles de bain2","Superficie132","Mamelles, Dakar, Sénégal"
"1716422313-433","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 03 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartement-03-pieces-mamelles-4725581","Nbre de pièces3","Nbre de salles de bain2","Superficie100","Mamelles, Dakar, Sénégal"
"1716422315-434","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 4 pièces - Almadies 02","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-02-4679899","Nbre de pièces4","Nbre de salles de bain3","Superficie150 m2","Dakar, Sénégal"
"1716422318-435","https://sn.coinafrique.com/categorie/appartements?page=5","Location studios - Mermoz-sacré coeur","https://sn.coinafrique.com/annonce/appartements/location-studios-mermoz-sacre-coeur-4677735","Nbre de pièces2","Nbre de salles de bain2","Superficie75 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716422321-436","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartements 03 pièces - Sicap liberté 02","https://sn.coinafrique.com/annonce/appartements/location-appartements-03-pieces-sicap-liberte-02-4677754","Nbre de pièces3","Nbre de salles de bain2","Superficie110","Sicap Liberté, Dakar, Sénégal"
"1716422323-437","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 2 pièces - Dakar","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-dakar-4726029","Nbre de pièces2","","","Dakar, Sénégal"
"1716422326-438","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 4 pièces - Mer...","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-4726219","Nbre de pièces4","Nbre de salles de bain4","Superficie216","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716422328-439","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartements 04 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartements-04-pieces-almadies-4678613","Nbre de pièces4","Nbre de salles de bain4","Superficie150","Almadies, Dakar, Sénégal"
"1716422334-440","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 04 pièces - Cité Keur Gorgui","https://sn.coinafrique.com/annonce/appartements/location-appartement-04-pieces-cite-keur-gorgui-4726823","Nbre de pièces4","Nbre de salles de bain4","Superficie100 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716422337-441","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 04 pièces - Keur massar","https://sn.coinafrique.com/annonce/appartements/location-appartement-04-pieces-keur-massar-4726955","Nbre de pièces4","Nbre de salles de bain3","","Keur Massar, Sénégal"
"1716422340-442","https://sn.coinafrique.com/categorie/appartements?page=5","Vente appartement 4 pièces - Grand yoff","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-grand-yoff-4698701","Nbre de pièces4","Nbre de salles de bain1","Superficie110","Grand Yoff, Dakar, Sénégal"
"1716422344-443","https://sn.coinafrique.com/categorie/appartements?page=5","Vente appartement 3 pièces - Damel","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-damel-4698720","Nbre de pièces3","Nbre de salles de bain1","Superficie75","Damel, Dakar, Sénégal"
"1716422346-444","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 03 pièces - Sicap Liberté","https://sn.coinafrique.com/annonce/appartements/location-appartement-03-pieces-sicap-liberte-4681244","Nbre de salles de bain1","","","Sicap Liberté, Dakar, Sénégal"
"1716422349-445","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 4 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4727317","Nbre de pièces4","Nbre de salles de bain4","","Almadies, Dakar, Sénégal"
"1716422352-446","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 4 pièces - Sacré-Coeur","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-coeur-4727328","Nbre de pièces4","Nbre de salles de bain4","","Sacré-Coeur, Dakar, Sénégal"
"1716422354-447","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 3 pièces - cité Keur Gorgui","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cite-keur-gorgui-4691872","","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716422356-448","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 3 pièces - Mermoz Sacré Coeur","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-coeur-4727716","Nbre de pièces3","Nbre de salles de bain4","Superficie150","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716422359-449","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 4 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4727776","Nbre de pièces4","Nbre de salles de bain3","Superficie200","Almadies, Dakar, Sénégal"
"1716422362-450","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartements 3 pièces - Sipres","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-sipres-4728539","Nbre de pièces3","Nbre de salles de bain1","Superficie65","Sipres, Dakar, Sénégal"
"1716422364-451","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 2 pièces - Point E","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-point-e-4728595","Nbre de pièces2","Nbre de salles de bain2","Superficie82","Point E, Dakar, Sénégal"
"1716422367-452","https://sn.coinafrique.com/categorie/appartements?page=5","Vente appartements 3 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/vente-appartements-3-pieces-almadies-4728664","Nbre de pièces3","Nbre de salles de bain2","Superficie101","Almadies, Dakar, Sénégal"
"1716422369-453","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 4 pièces  - Sacré-Coeur","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-coeur-4729019","Superficie150","","","Sacré-Coeur, Dakar, Sénégal"
"1716422372-454","https://sn.coinafrique.com/categorie/appartements?page=5","Location studio - Cite Sonatel Malika","https://sn.coinafrique.com/annonce/appartements/location-studio-cite-sonatel-malika-4729667","Nbre de pièces2","Nbre de salles de bain2","Superficie70","Keur Massar, Sénégal"
"1716422375-455","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 3 pièces - Malika Cite Sonatel","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-malika-cite-sonatel-4729721","Nbre de pièces3","Nbre de salles de bain2","Superficie80","Keur Massar, Sénégal"
"1716422378-456","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartements 3 pièces - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-ouakam-4729861","Nbre de pièces3","Nbre de salles de bain1","","Ouakam, Dakar, Sénégal"
"1716422381-457","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 3 pièces - Liberté 6 Extension","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-liberte-6-extension-4729876","Nbre de pièces3","Nbre de salles de bain2","Superficie300 m2","Dakar, Sénégal"
"1716422383-458","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 5 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-almadies-4730409","Nbre de pièces10","Nbre de salles de bain4","Superficie380","Almadies, Dakar, Sénégal"
"1716422386-459","https://sn.coinafrique.com/categorie/appartements?page=5","Location studio -  Sénégal","https://sn.coinafrique.com/annonce/appartements/location-studio-senegal-4730626","Nbre de pièces5","Nbre de salles de bain2","","Sicap Liberté, Dakar, Sénégal"
"1716422388-460","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartements 3 pièces - Sicap","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-sicap-4730963","Nbre de pièces3","Nbre de salles de bain3","Superficie150 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716422391-461","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 04 pièces - Keur Gorgui","https://sn.coinafrique.com/annonce/appartements/location-appartement-04-pieces-keur-gorgui-4689035","Nbre de pièces4","Nbre de salles de bain3","Superficie160","Dakar, Sénégal"
"1716422393-462","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 03 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartement-03-pieces-mamelles-4731663","Nbre de pièces3","Nbre de salles de bain2","Superficie120 m2","Almadies, Dakar, Sénégal"
"1716422396-463","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 02 pièces - Mermoz-Sacré coeur","https://sn.coinafrique.com/annonce/appartements/location-appartement-02-pieces-mermoz-sacre-coeur-4731705","Nbre de pièces2","Nbre de salles de bain2","Superficie80","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716422398-464","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 4 pièces - Sacré-Coeur","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-coeur-4732131","Nbre de pièces4","Nbre de salles de bain2","Superficie1","Sacré-Coeur, Dakar, Sénégal"
"1716422401-465","https://sn.coinafrique.com/categorie/appartements?page=5","Location studio - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-studio-mamelles-4686102","Nbre de pièces2","Nbre de salles de bain2","Superficie128","Mamelles, Dakar, Sénégal"
"1716422403-466","https://sn.coinafrique.com/categorie/appartements?page=5","Vente appartements 3 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/vente-appartements-3-pieces-mamelles-4732414","Nbre de pièces3","Nbre de salles de bain2","Superficie75","Mamelles, Dakar, Sénégal"
"1716422406-467","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartements 4 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-4732688","Nbre de pièces4","Nbre de salles de bain3","","Mamelles, Dakar, Sénégal"
"1716422408-468","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 3 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelles-4732737","Nbre de pièces3","Nbre de salles de bain2","","Mamelles, Dakar, Sénégal"
"1716422411-469","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 4 pièces  -Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4732791","Nbre de pièces4","Nbre de salles de bain3","Superficie150","Mamelles, Dakar, Sénégal"
"1716422414-470","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 5 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-almadies-4732810","Nbre de pièces5","Nbre de salles de bain4","Superficie300","Almadies, Dakar, Sénégal"
"1716422417-471","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartements duplex 7 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartements-duplex-7-pieces-mamelles-4686831","","","","Mamelles, Dakar, Sénégal"
"1716422420-472","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 3 pièces - Ami...","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-amitie-4686972","Nbre de pièces3","Nbre de salles de bain2","","Dakar, Sénégal"
"1716422424-473","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 4 pièces - Ouakam - Corniche","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouakam-corniche-4684360","Nbre de pièces4","Nbre de salles de bain4","Superficie180","Ouakam, Dakar, Sénégal"
"1716422427-474","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 5 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-almadies-4684373","Nbre de pièces4","Nbre de salles de bain5","Superficie700","Almadies, Dakar, Sénégal"
"1716422429-475","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 4 pièces - Sénégal","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-senegal-4733853","Nbre de pièces4","Nbre de salles de bain3","","Point E, Dakar, Sénégal"
"1716422432-476","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 2 pièces - Point E","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-point-e-4733857","Nbre de pièces2","Nbre de salles de bain2","","Point E, Dakar, Sénégal"
"1716422434-477","https://sn.coinafrique.com/categorie/appartements?page=5","Vente appartement 3 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-almadies-4687949","Nbre de pièces3","Nbre de salles de bain3","Superficie190","Almadies, Dakar, Sénégal"
"1716422437-478","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 04 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartement-04-pieces-mamelles-4734276","Nbre de pièces4","Nbre de salles de bain3","Superficie100","Mamelles, Dakar, Sénégal"
"1716422440-479","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartements 4 pièces - Sacré-Cœur 1","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-sacre-cur-1-4683591","Nbre de pièces4","Nbre de salles de bain3","","Sacré-Coeur, Dakar, Sénégal"
"1716422444-480","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 03 pièces - Yoff","https://sn.coinafrique.com/annonce/appartements/location-appartement-03-pieces-yoff-4734627","Nbre de pièces3","Nbre de salles de bain4","Superficie300","Yoff, Dakar, Sénégal"
"1716422447-481","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 3 pièces -  Sénégal","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-senegal-4734851","Nbre de pièces6","Nbre de salles de bain3","","Sicap Liberté, Dakar, Sénégal"
"1716422449-482","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 4 pièces - Mbao","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mbao-4735422","Nbre de pièces4","Nbre de salles de bain2","Superficie110","Mbao, Dakar, Sénégal"
"1716422453-483","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 6 pièces - Point E","https://sn.coinafrique.com/annonce/appartements/location-appartement-6-pieces-point-e-4689296","Nbre de pièces6","Nbre de salles de bain5","Superficie215 m2","Point E, Dakar, Sénégal"
"1716422455-484","https://sn.coinafrique.com/categorie/appartements?page=5","Vente appartements 4 pièces - Almadies 2","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-almadies-2-4735834","Nbre de pièces4","Nbre de salles de bain1","Superficie70","Almadies 2, Dakar, Sénégal"
"1716422458-485","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement  4 pièces - Keur massar","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-keur-massar-4736235","Nbre de pièces4","Nbre de salles de bain3","","Keur Massar, Sénégal"
"1716422461-486","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 5 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-almadies-4692709","Nbre de pièces5","Nbre de salles de bain4","Superficie200","Almadies, Dakar, Sénégal"
"1716422464-487","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 4 pièces -  Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouakam-4736385","Nbre de pièces3","Nbre de salles de bain2","Superficie150 m2","Mamelles, Dakar, Sénégal"
"1716422467-488","https://sn.coinafrique.com/categorie/appartements?page=5","Location studioi - Sacré-coeur","https://sn.coinafrique.com/annonce/appartements/location-studioi-sacre-coeur-4736506","Nbre de pièces2","Nbre de salles de bain1","Superficie1","Sacré-Coeur, Dakar, Sénégal"
"1716422469-489","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartements 3 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-almadies-4736678","Nbre de pièces4","Nbre de salles de bain4","Superficie180","Almadies, Dakar, Sénégal"
"1716422472-490","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 3 pièces - Mermoz-Sacré Coeur","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-coeur-4736823","Nbre de pièces3","Superficie140","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716422475-491","https://sn.coinafrique.com/categorie/appartements?page=5","Location studio  - Ouest foire","https://sn.coinafrique.com/annonce/appartements/location-studio-ouest-foire-4737226","Nbre de pièces2","Nbre de salles de bain2","Superficie130 m2","Ouest Foire, Dakar, Sénégal"
"1716422477-492","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement - Kounoune","https://sn.coinafrique.com/annonce/appartements/location-appartement-kounoune-4737281","Nbre de pièces4","Nbre de salles de bain3","Superficie150 m2","Rufisque, Sénégal"
"1716422481-493","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 5 pièces - Dakar Plateau","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-dakar-plateau-4687533","Nbre de pièces5","Nbre de salles de bain5","Superficie300","Dakar Plateau, Dakar, Sénégal"
"1716422484-494","https://sn.coinafrique.com/categorie/appartements?page=5","Location studio - Nord foire","https://sn.coinafrique.com/annonce/appartements/location-studio-nord-foire-4737687","Nbre de pièces2","Nbre de salles de bain1","Superficie40","Yoff, Dakar, Sénégal"
"1716422486-495","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 04 pièces - Scat Urbam","https://sn.coinafrique.com/annonce/appartements/location-appartement-04-pieces-scat-urbam-4737692","Nbre de pièces4","Nbre de salles de bain2","Superficie100","Sicap foire, Dakar, Sénégal"
"1716422488-496","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 4 pièces - Mermoz-Sacré Coeur","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-4738384","Nbre de pièces4","Nbre de salles de bain3","Superficie80","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716422491-497","https://sn.coinafrique.com/categorie/appartements?page=5","Location studio  -  Parcelles Assainies Unité 24","https://sn.coinafrique.com/annonce/appartements/location-studio-parcelles-assainies-unite-24-4738407","Nbre de pièces2","Nbre de salles de bain1","Superficie100 m2","Parcelle Assainies, Dakar, Sénégal"
"1716422493-498","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartements 4 pièces - Sicap Foire","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-sicap-foire-4693020","Nbre de pièces4","Nbre de salles de bain3","Superficie130","Sicap foire, Dakar, Sénégal"
"1716422496-499","https://sn.coinafrique.com/categorie/appartements?page=5","Vente appartements 4 pièces - Ngor","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-ngor-4693244","Nbre de pièces4","Superficie165","","Ngor, Dakar, Sénégal"
"1716422499-500","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartement 3 pièces - Yoff onomo","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-yoff-onomo-4693573","Nbre de pièces3","Nbre de salles de bain3","Superficie135","Yoff, Dakar, Sénégal"
"1716422502-501","https://sn.coinafrique.com/categorie/appartements?page=5","Location appartements 4 pièces - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ouakam-4740128","Nbre de pièces4","Nbre de salles de bain3","Superficie200","Ouakam, Dakar, Sénégal"
"1716422504-502","https://sn.coinafrique.com/categorie/appartements?page=5","Location studio - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-studio-ouakam-4740528","Nbre de pièces3","Nbre de salles de bain1","Superficie150","Ouakam, Dakar, Sénégal"
