web-scraper-order,web-scraper-start-url,page-link,page-link-href,Nombre_pieces,Nombre_sallebain,Superficie,Adresse
"1716421013-1","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - HLM  Rufisque","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-hlm-rufisque-4653140","Nbre de pièces3","Nbre de salles de bain3","Superficie150","Rufisque, Sénégal"
"1716421016-2","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 5 pièces - Sacré-coeur 3","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-sacre-coeur-3-4608537","Nbre de pièces5","Nbre de salles de bain4","Superficie280","Sacré-Coeur, Dakar, Sénégal"
"1716421018-3","https://sn.coinafrique.com/categorie/appartements?page=10","Vente appartement 5 pièces - Sacré-coeur 3","https://sn.coinafrique.com/annonce/appartements/vente-appartement-5-pieces-sacre-coeur-3-4608546","Nbre de pièces5","Nbre de salles de bain4","Superficie280","Sacré-Coeur, Dakar, Sénégal"
"1716421020-4","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 04 pièces - Cité Keur Gorgui","https://sn.coinafrique.com/annonce/appartements/location-appartement-04-pieces-cite-keur-gorgui-4653557","Nbre de pièces4","Nbre de salles de bain3","Superficie150 m2","Sacré-Coeur, Dakar, Sénégal"
"1716421023-5","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 04 pièces - Mermoz-Sacré coeur","https://sn.coinafrique.com/annonce/appartements/location-appartement-04-pieces-mermoz-sacre-coeur-4653654","Nbre de pièces4","Nbre de salles de bain2","Superficie1","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716421026-6","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces - Sipres","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sipres-4605389","Nbre de pièces4","Nbre de salles de bain3","Superficie150","Sipres, Dakar, Sénégal"
"1716421028-7","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces   - Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4654164","Nbre de pièces4","Nbre de salles de bain4","Superficie200 m2","Almadies, Dakar, Sénégal"
"1716421031-8","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouakam-4654205","Nbre de pièces3","Nbre de salles de bain3","Superficie150","Ouakam, Dakar, Sénégal"
"1716421033-9","https://sn.coinafrique.com/categorie/appartements?page=10","Vente appartements  - Hmaya","https://sn.coinafrique.com/annonce/appartements/vente-appartements-hmaya-4654367","Nbre de pièces3","Nbre de salles de bain2","Superficie126 m2","Mamelles, Dakar, Sénégal"
"1716421036-10","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - Nord foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-nord-foire-4612356","Nbre de pièces3","Nbre de salles de bain2","Superficie120 m2","Dakar, Sénégal"
"1716421038-11","https://sn.coinafrique.com/categorie/appartements?page=10","Location studio - Citée gadaye","https://sn.coinafrique.com/annonce/appartements/location-studio-citee-gadaye-4612371","Nbre de pièces2","Nbre de salles de bain2","Superficie100 m2","Dakar, Sénégal"
"1716421041-12","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartements 4 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-4654632","Nbre de pièces4","Nbre de salles de bain4","Superficie250","Almadies, Dakar, Sénégal"
"1716421044-13","https://sn.coinafrique.com/categorie/appartements?page=10","Location studio 2 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/location-studio-2-pieces-almadies-4606266","Nbre de pièces2","","","Almadies, Dakar, Sénégal"
"1716421047-14","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - Yoff Virage","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-yoff-virage-4606296","Nbre de pièces3","Nbre de salles de bain3","","Yoff, Dakar, Sénégal"
"1716421049-15","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces - Virage","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-virage-4609967","Nbre de pièces4","Nbre de salles de bain4","Superficie136","Yoff, Dakar, Sénégal"
"1716421052-16","https://sn.coinafrique.com/categorie/appartements?page=10","Vente appartement 4 pièces - Virage","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-virage-4606602","Nbre de pièces3","Nbre de salles de bain4","","Yoff, Dakar, Sénégal"
"1716421055-17","https://sn.coinafrique.com/categorie/appartements?page=10","Location studio - Sicap Liberté","https://sn.coinafrique.com/annonce/appartements/location-studio-sicap-liberte-4612882","Superficie150","","","Sicap Liberté, Dakar, Sénégal"
"1716421058-18","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces - Fann Résidence","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-fann-residence-4606692","Nbre de pièces4","Nbre de salles de bain4","","Fann, Dakar, Sénégal"
"1716421060-19","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4606744","Nbre de pièces4","Nbre de salles de bain4","","Almadies, Dakar, Sénégal"
"1716421063-20","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 5 pièces - Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mermoz-4607479","Nbre de pièces5","Nbre de salles de bain4","Superficie180","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716421066-21","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 05 pièces - Ville","https://sn.coinafrique.com/annonce/appartements/location-appartement-05-pieces-ville-4655757","Nbre de pièces5","Nbre de salles de bain4","Superficie98 m2","Almadies, Dakar, Sénégal"
"1716421068-22","https://sn.coinafrique.com/categorie/appartements?page=10","Location studio - Guediawaye","https://sn.coinafrique.com/annonce/appartements/location-studio-guediawaye-4611287","Nbre de pièces2","Nbre de salles de bain1","Superficie140","Guediawaye, Dakar, Sénégal"
"1716421071-23","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 5 pièces - Mermoz-sacré coeur","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mermoz-sacre-coeur-4651348","Nbre de pièces5","Nbre de salles de bain3","Superficie200","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716421074-24","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 03 pièces - Point E","https://sn.coinafrique.com/annonce/appartements/location-appartement-03-pieces-point-e-4655997","Nbre de pièces3","Nbre de salles de bain1","","Point E, Dakar, Sénégal"
"1716421076-25","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces - Mermoz - Sacré coeur","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-4614452","Nbre de pièces4","Nbre de salles de bain3","Superficie150","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716421079-26","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces - Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-4611425","Superficie223 m2","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716421082-27","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - HLM 3","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-hlm-3-4656563","Nbre de pièces3","Nbre de salles de bain2","Superficie100","HLM, Dakar, Sénégal"
"1716421084-28","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouakam-4611746","Nbre de pièces3","Nbre de salles de bain2","Superficie80","Ouakam, Dakar, Sénégal"
"1716421087-29","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouest-foire-4612010","Nbre de pièces4","Nbre de salles de bain3","Superficie150","Ouest Foire, Dakar, Sénégal"
"1716421089-30","https://sn.coinafrique.com/categorie/appartements?page=10","Location studio 2 pièces - Damel","https://sn.coinafrique.com/annonce/appartements/location-studio-2-pieces-damel-4612698","Nbre de pièces2","Nbre de salles de bain2","Superficie127","Damel, Dakar, Sénégal"
"1716421092-31","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - Diourbel","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-diourbel-4657550","Nbre de pièces3","","","Diourbel, Sénégal"
"1716421094-32","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouest-foire-4612910","Nbre de pièces3","Nbre de salles de bain2","","Ouest Foire, Dakar, Sénégal"
"1716421097-33","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouakam-4643583","Nbre de pièces2","Nbre de salles de bain2","Superficie150 m2","Ouakam, Dakar, Sénégal"
"1716421100-34","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces - Dakar Plateau","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-4614396","Nbre de pièces4","Nbre de salles de bain5","Superficie12","Dakar Plateau, Dakar, Sénégal"
"1716421103-35","https://sn.coinafrique.com/categorie/appartements?page=10","Location studio - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-studio-ouakam-4614456","Nbre de pièces2","Nbre de salles de bain1","","Ouakam, Dakar, Sénégal"
"1716421106-36","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces - Ngor","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ngor-4614793","Nbre de pièces4","Nbre de salles de bain3","Superficie130","Ngor, Dakar, Sénégal"
"1716421108-37","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 03 pièces - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-03-pieces-ouakam-4627366","Nbre de pièces3","Nbre de salles de bain3","Superficie150","Ouakam, Dakar, Sénégal"
"1716421111-38","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 05 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-05-pieces-ouest-foire-4627371","Nbre de pièces5","Nbre de salles de bain2","Superficie120 m2","Dakar, Sénégal"
"1716421114-39","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces - Dakar Plateau","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-4614881","Nbre de pièces4","Nbre de salles de bain5","Superficie12","Dakar Plateau, Dakar, Sénégal"
"1716421117-40","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4615130","Nbre de pièces4","Nbre de salles de bain2","Superficie200","Mamelles, Dakar, Sénégal"
"1716421120-41","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement  3 pièces  -  Cité Keur Gorgui","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cite-keur-gorgui-4659944","Nbre de pièces3","Nbre de salles de bain2","Superficie75","Sacré-Coeur, Dakar, Sénégal"
"1716421122-42","https://sn.coinafrique.com/categorie/appartements?page=10","Location apparement 3 pièces -   Mariste","https://sn.coinafrique.com/annonce/appartements/location-apparement-3-pieces-mariste-4659946","Nbre de pièces3","Nbre de salles de bain2","Superficie70","Mariste, Dakar, Sénégal"
"1716421125-43","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces - Virage","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-virage-4615650","Nbre de pièces4","Nbre de salles de bain4","","Yoff, Dakar, Sénégal"
"1716421127-44","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - Virage","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-virage-4615661","Nbre de pièces3","Nbre de salles de bain2","Superficie131","Yoff, Dakar, Sénégal"
"1716421130-45","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 5 pièces - Djily Mbaye Yoff","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-djily-mbaye-yoff-4619890","Nbre de pièces5","Nbre de salles de bain2","","Yoff, Dakar, Sénégal"
"1716421133-46","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - Point E","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-point-e-4612462","Nbre de pièces3","Nbre de salles de bain2","Superficie98","Point E, Dakar, Sénégal"
"1716421136-47","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - Mariste","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mariste-4612321","Nbre de pièces3","Nbre de salles de bain2","Superficie130","Mariste, Dakar, Sénégal"
"1716421138-48","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces - Cité Asecna","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-asecna-4653335","Nbre de pièces3","Nbre de salles de bain2","Superficie200 m2","Mamelles, Dakar, Sénégal"
"1716421141-49","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - Almadies Recasement","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-recasement-4612790","Nbre de pièces3","Nbre de salles de bain2","","Almadies, Dakar, Sénégal"
"1716421143-50","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - Ngor","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-4616549","Nbre de pièces3","Nbre de salles de bain1","","Ngor, Dakar, Sénégal"
"1716421146-51","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - cité Damel","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cite-damel-4645226","Nbre de pièces3","Nbre de salles de bain2","Superficie100 m2","Dakar, Sénégal"
"1716421148-52","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - citée Damel","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-citee-damel-4645234","Nbre de pièces3","Nbre de salles de bain2","Superficie100 m2","Dakar, Sénégal"
"1716421151-53","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - Yoff Océan","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-yoff-ocean-4616676","Nbre de pièces3","Nbre de salles de bain2","Superficie132","Yoff, Dakar, Sénégal"
"1716421153-54","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - Yoff Océan","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-yoff-ocean-4616903","Nbre de pièces3","Nbre de salles de bain2","Superficie132","Yoff, Dakar, Sénégal"
"1716421156-55","https://sn.coinafrique.com/categorie/appartements?page=10","Location studio - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-studio-ouakam-4661990","Nbre de pièces1","Nbre de salles de bain1","Superficie20 m2","Almadies, Dakar, Sénégal"
"1716421159-56","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces - Almadie","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadie-4617541","","","","Almadies, Dakar, Sénégal"
"1716421162-57","https://sn.coinafrique.com/categorie/appartements?page=10","Location studio meublé  - Almadies","https://sn.coinafrique.com/annonce/appartements/location-studio-meuble-almadies-4617752","Nbre de pièces2","Nbre de salles de bain1","","Almadies, Dakar, Sénégal"
"1716421165-58","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartements F4  au Point E","https://sn.coinafrique.com/annonce/appartements/location-appartements-f4-au-point-e-4615940","Nbre de pièces4","Nbre de salles de bain3","","Point E, Dakar, Sénégal"
"1716421168-59","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces - Liberté 6","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-liberte-6-4617952","Nbre de pièces4","Nbre de salles de bain3","Superficie136","Sicap foire, Dakar, Sénégal"
"1716421171-60","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartements 5 pièces - Virage","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-virage-4618142","Nbre de pièces5","Nbre de salles de bain4","Superficie140","Yoff, Dakar, Sénégal"
"1716421175-61","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement f3 - Médina","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-medina-4614884","Nbre de pièces3","Nbre de salles de bain2","","Medina, Dakar, Sénégal"
"1716421179-62","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement f3 - Cité Keur Gorgui","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-cite-keur-gorgui-4614998","Nbre de pièces3","Nbre de salles de bain2","","Dakar, Sénégal"
"1716421182-63","https://sn.coinafrique.com/categorie/appartements?page=10","Vente appartement 5 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/vente-appartement-5-pieces-almadies-4618739","Nbre de pièces5","Nbre de salles de bain5","Superficie295","Almadies, Dakar, Sénégal"
"1716421184-64","https://sn.coinafrique.com/categorie/appartements?page=10","Vente appartement 4 pièces - Saly","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-saly-4664015","Nbre de pièces3","Nbre de salles de bain2","Superficie190 m2","Mbour, Sénégal"
"1716421187-65","https://sn.coinafrique.com/categorie/appartements?page=10","Location studio - Mariste","https://sn.coinafrique.com/annonce/appartements/location-studio-mariste-4619971","Nbre de pièces2","Nbre de salles de bain2","Superficie126","Mariste, Dakar, Sénégal"
"1716421190-66","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 04 pièces - Ouest foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-04-pieces-ouest-foire-4622585","Nbre de pièces4","Nbre de salles de bain3","Superficie150","Ouest Foire, Dakar, Sénégal"
"1716421192-67","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouakam-4620300","Nbre de pièces3","Nbre de salles de bain1","","Ouakam, Dakar, Sénégal"
"1716421195-68","https://sn.coinafrique.com/categorie/appartements?page=10","Vente appartement 4 pièces - Virage","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-virage-4620395","Nbre de pièces4","Nbre de salles de bain3","","Almadies, Dakar, Sénégal"
"1716421198-69","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces - Sicap Liberté","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-4620620","Nbre de pièces4","Nbre de salles de bain2","Superficie200","Sicap Liberté, Dakar, Sénégal"
"1716421201-70","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 03 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-03-pieces-ouest-foire-4664860","Nbre de pièces3","Nbre de salles de bain2","Superficie150 m2","Ouest Foire, Dakar, Sénégal"
"1716421203-71","https://sn.coinafrique.com/categorie/appartements?page=10","Location apparemment 3 pièces  - Oukam","https://sn.coinafrique.com/annonce/appartements/location-apparemment-3-pieces-oukam-4665207","Nbre de pièces3","Nbre de salles de bain2","Superficie130 m2","Ouakam, Dakar, Sénégal"
"1716421206-72","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartements 4 pièces - Dakar plateau","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-dakar-plateau-4665700","Nbre de pièces4","Nbre de salles de bain3","Superficie193","Dakar Plateau, Dakar, Sénégal"
"1716421209-73","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-4665789","Nbre de pièces3","Nbre de salles de bain3","Superficie130","Almadies, Dakar, Sénégal"
"1716421211-74","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces - Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-4621797","Nbre de pièces4","Nbre de salles de bain2","Superficie135","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716421214-75","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 5 pièces - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-ouakam-4633219","Nbre de pièces5","Nbre de salles de bain2","Superficie200","Ouakam, Dakar, Sénégal"
"1716421217-76","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 4 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouest-foire-4622719","Nbre de pièces4","Nbre de salles de bain2","Superficie140","Ouest Foire, Dakar, Sénégal"
"1716421219-77","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartements 4 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ouest-foire-4666765","Nbre de pièces4","","","Dakar, Sénégal"
"1716421222-78","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 5 pièces - Mermoz - Sacré coeur","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mermoz-sacre-coeur-4622912","Nbre de pièces5","Nbre de salles de bain4","Superficie12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716421225-79","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 5 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mamelles-4618872","Nbre de pièces4","Nbre de salles de bain4","Superficie150","Mamelles, Dakar, Sénégal"
"1716421228-80","https://sn.coinafrique.com/categorie/appartements?page=10","Location studio  - Ouest Foire","https://sn.coinafrique.com/annonce/appartements/location-studio-ouest-foire-4667360","Nbre de pièces3","Nbre de salles de bain2","Superficie1 m2","Ouest Foire, Dakar, Sénégal"
"1716421230-81","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - Cité Biagui","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cite-biagui-4623517","Nbre de pièces3","Nbre de salles de bain3","Superficie132","Yoff, Dakar, Sénégal"
"1716421232-82","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces  - Mariste","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mariste-4667434","Nbre de pièces3","Nbre de salles de bain2","Superficie75","Dakar, Sénégal"
"1716421235-83","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces - Dieuppeul-Derklé","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-dieuppeul-derkle-4667470","Nbre de pièces3","Nbre de salles de bain2","Superficie90","Dieuppeul-Derklé, Dakar, Sénégal"
"1716421238-84","https://sn.coinafrique.com/categorie/appartements?page=10","Location appartement 3 pièces  - Ngor","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-4667486","Nbre de pièces3","Nbre de salles de bain1","Superficie125 m2","Ngor, Dakar, Sénégal"
"1716421247-85","https://sn.coinafrique.com/categorie/appartements?page=9","Vente appartement 3 pièces - HLM","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-hlm-4667515","Nbre de pièces3","Nbre de salles de bain1","Superficie50","HLM, Dakar, Sénégal"
"1716421250-86","https://sn.coinafrique.com/categorie/appartements?page=9","Location appartement 4 pièces - Virage","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-virage-4668138","Nbre de pièces4","Nbre de salles de bain3","Superficie136","Yoff, Dakar, Sénégal"
"1716421252-87","https://sn.coinafrique.com/categorie/appartements?page=9","Location appartement  3 pièces - Virage","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-virage-4668195","Nbre de pièces3","Nbre de salles de bain3","Superficie140","Yoff, Dakar, Sénégal"
"1716421255-88","https://sn.coinafrique.com/categorie/appartements?page=9","Location appartement 3 pièces - Mbao","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mbao-4625742","Nbre de pièces3","Nbre de salles de bain3","","Mbao, Dakar, Sénégal"
"1716421258-89","https://sn.coinafrique.com/categorie/appartements?page=9","Location appartement 3 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouest-foire-4669171","Nbre de pièces3","Nbre de salles de bain1","Superficie150","Ouest Foire, Dakar, Sénégal"
"1716421260-90","https://sn.coinafrique.com/categorie/appartements?page=9","Vente appartement -  Almadies Ngor Virage","https://sn.coinafrique.com/annonce/appartements/vente-appartement-almadies-ngor-virage-4669221","Nbre de pièces3","Nbre de salles de bain3","Superficie150 m2","Ngor, Dakar, Sénégal"
"1716421263-91","https://sn.coinafrique.com/categorie/appartements?page=9","Location appartement 3 pièces - Zac Mbao","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-zac-mbao-4669329","Nbre de pièces3","Nbre de salles de bain1","Superficie80","Keur Massar, Sénégal"
"1716421266-92","https://sn.coinafrique.com/categorie/appartements?page=9","Location appartement 3 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelles-4669390","Nbre de pièces3","Nbre de salles de bain2","Superficie1","Mamelles, Dakar, Sénégal"
"1716421268-93","https://sn.coinafrique.com/categorie/appartements?page=9","Vente appartement   3 pièces - Sicap Sacré Coeur","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-sicap-sacre-coeur-4669427","Nbre de pièces6","Nbre de salles de bain1","Superficie1 m2","Rufisque, Sénégal"
"1716421271-94","https://sn.coinafrique.com/categorie/appartements?page=9","Location appartement 4 pièces -   Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4669584","Nbre de pièces4","Nbre de salles de bain4","Superficie260 m2","Almadies, Dakar, Sénégal"
"1716421273-95","https://sn.coinafrique.com/categorie/appartements?page=9","Location appartement 4 pièces - Mermoz Sacré coeur","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-4626799","Nbre de pièces4","Nbre de salles de bain4","Superficie12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716421276-96","https://sn.coinafrique.com/categorie/appartements?page=9","Location appartement 4 pièces - Dakar plateau","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-4626833","Nbre de pièces4","Nbre de salles de bain5","Superficie12","Dakar Plateau, Dakar, Sénégal"
"1716421279-97","https://sn.coinafrique.com/categorie/appartements?page=9","Location appartements 3 pièces - Yoff cité biagui","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-yoff-cite-biagui-4669668","Nbre de pièces3","Nbre de salles de bain2","","Yoff, Dakar, Sénégal"
"1716421281-98","https://sn.coinafrique.com/categorie/appartements?page=9","Location appartement 4 pièces - Ouest foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouest-foire-4669778","Nbre de pièces4","Nbre de salles de bain4","Superficie150","Ouest Foire, Dakar, Sénégal"
"1716421284-99","https://sn.coinafrique.com/categorie/appartements?page=9","Location appartement 5 pièces - Sacré coeur 3","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-sacre-coeur-3-4627114","Nbre de pièces5","Nbre de salles de bain4","Superficie280","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716421287-100","https://sn.coinafrique.com/categorie/appartements?page=9","Location appartements 4 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-4669968","Nbre de pièces4","Nbre de salles de bain3","Superficie1","Mamelles, Dakar, Sénégal"
