web-scraper-order,web-scraper-start-url,pages-link,pages-link-href,superficie,prix,adresse,Image_lien-src
"1716425808-163","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 200 m2 - Almadies Boa","https://sn.coinafrique.com/annonce/terrains/terrain-200-m2-almadies-boa-4571483","Superficie200","85 000 000 CFA","Almadies, Dakar, Sénégal",""
"1716425811-479","https://sn.coinafrique.com/categorie/terrains?page=8","Terrains 150m²  - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mbao-4628432","Superficie150","30 000 000 CFA","Mbao, Dakar, Sénégal",""
"1716425813-1","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 225m²  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-225m-ndiass-4584735","Superficie225","1 500 000 CFA","Ndiass, Sénégal","https://images.coinafrique.com/thumb_4748951_uploaded_image1_1715957715.jpg"
"1716425813-2","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 225m²  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-225m-ndiass-4584735","Superficie225","1 500 000 CFA","Ndiass, Sénégal","https://images.coinafrique.com/thumb_4740978_uploaded_image1_1715600901.jpg"
"1716425813-3","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 225m²  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-225m-ndiass-4584735","Superficie225","1 500 000 CFA","Ndiass, Sénégal","https://images.coinafrique.com/thumb_4698644_uploaded_image1_1713444604.jpg"
"1716425813-4","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 225m²  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-225m-ndiass-4584735","Superficie225","1 500 000 CFA","Ndiass, Sénégal","https://images.coinafrique.com/thumb_4708254_uploaded_image1_1713951783.jpg"
"1716425813-5","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 225m²  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-225m-ndiass-4584735","Superficie225","1 500 000 CFA","Ndiass, Sénégal","https://images.coinafrique.com/thumb_4696985_uploaded_image1_1713363090.jpg"
"1716425813-6","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 225m²  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-225m-ndiass-4584735","Superficie225","1 500 000 CFA","Ndiass, Sénégal","https://images.coinafrique.com/thumb_4698266_uploaded_image1_1713432283.jpg"
"1716425813-7","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 225m²  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-225m-ndiass-4584735","Superficie225","1 500 000 CFA","Ndiass, Sénégal","https://images.coinafrique.com/thumb_4584735_uploaded_image1_1707401403.jpg"
"1716425813-8","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 225m²  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-225m-ndiass-4584735","Superficie225","1 500 000 CFA","Ndiass, Sénégal","https://images.coinafrique.com/thumb_4584641_uploaded_image1_1707398490.jpg"
"1716425813-9","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 225m²  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-225m-ndiass-4584735","Superficie225","1 500 000 CFA","Ndiass, Sénégal","https://images.coinafrique.com/thumb_4560949_uploaded_image1_1706109826.jpg"
"1716425813-10","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 225m²  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-225m-ndiass-4584735","Superficie225","1 500 000 CFA","Ndiass, Sénégal","https://images.coinafrique.com/thumb_4551810_uploaded_image1_1705585230.jpg"
"1716425813-11","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 225m²  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-225m-ndiass-4584735","Superficie225","1 500 000 CFA","Ndiass, Sénégal","https://images.coinafrique.com/thumb_4344069_uploaded_image1_1692617164.jpg"
"1716425813-12","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 225m²  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-225m-ndiass-4584735","Superficie225","1 500 000 CFA","Ndiass, Sénégal","https://images.coinafrique.com/thumb_4227298_uploaded_image1_1684855394.jpg"
"1716425813-118","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 400m² - Mbour Plage","https://sn.coinafrique.com/annonce/terrains/terrain-400m-mbour-plage-4610101","Superficie400","15 500 000 CFA","Mbour, Sénégal",""
"1716425814-754","https://sn.coinafrique.com/categorie/terrains?page=9","Vente terrains 300 m2 - Almadies 2","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m2-almadies-2-4608535","Superficie300","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4608535_uploaded_image1_1708700353.jpg"
"1716425814-755","https://sn.coinafrique.com/categorie/terrains?page=9","Vente terrains 300 m2 - Almadies 2","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m2-almadies-2-4608535","Superficie300","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_3595430_uploaded_image1_1646507326.jpg"
"1716425814-756","https://sn.coinafrique.com/categorie/terrains?page=9","Vente terrains 300 m2 - Almadies 2","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m2-almadies-2-4608535","Superficie300","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_2154076_uploaded_image1_1590104404.jpg"
"1716425814-757","https://sn.coinafrique.com/categorie/terrains?page=9","Vente terrains 300 m2 - Almadies 2","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m2-almadies-2-4608535","Superficie300","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_1317307_uploaded_image1_1575917132.45.png"
"1716425814-758","https://sn.coinafrique.com/categorie/terrains?page=9","Vente terrains 300 m2 - Almadies 2","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m2-almadies-2-4608535","Superficie300","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_1771736_uploaded_image1_1583838457.06.png"
"1716425814-759","https://sn.coinafrique.com/categorie/terrains?page=9","Vente terrains 300 m2 - Almadies 2","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m2-almadies-2-4608535","Superficie300","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_2514558_uploaded_image1_1596622339.jpg"
"1716425814-760","https://sn.coinafrique.com/categorie/terrains?page=9","Vente terrains 300 m2 - Almadies 2","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m2-almadies-2-4608535","Superficie300","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_2222303_uploaded_image1_1591205403.jpg"
"1716425814-761","https://sn.coinafrique.com/categorie/terrains?page=9","Vente terrains 300 m2 - Almadies 2","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m2-almadies-2-4608535","Superficie300","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_2164101_uploaded_image1_1590285460.jpg"
"1716425814-762","https://sn.coinafrique.com/categorie/terrains?page=9","Vente terrains 300 m2 - Almadies 2","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m2-almadies-2-4608535","Superficie300","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_2105702_uploaded_image1_1589371754.jpg"
"1716425814-763","https://sn.coinafrique.com/categorie/terrains?page=9","Vente terrains 300 m2 - Almadies 2","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m2-almadies-2-4608535","Superficie300","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_1151464_uploaded_image1_1572864055.26.png"
"1716425814-764","https://sn.coinafrique.com/categorie/terrains?page=9","Vente terrains 300 m2 - Almadies 2","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m2-almadies-2-4608535","Superficie300","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_1131687_uploaded_image1_1572438905.22.png"
"1716425815-226","https://sn.coinafrique.com/categorie/terrains?page=8","Terrains - Touba","https://sn.coinafrique.com/annonce/terrains/terrains-touba-4627504","Superficie2000 m2","3 500 000 CFA","Touba, Sénégal",""
"1716425818-164","https://sn.coinafrique.com/categorie/terrains?page=9","Vente terrains 150m2 - Bambilor","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150m2-bambilor-4571548","Superficie150","4 000 000 CFA","Rufisque, Sénégal",""
"1716425819-480","https://sn.coinafrique.com/categorie/terrains?page=8","Terrains 150m²  - Thies Ndayane","https://sn.coinafrique.com/annonce/terrains/terrains-150m-thies-ndayane-4628471","Superficie150","5 000 000 CFA","Thies, Sénégal",""
"1716425822-13","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 317m² - Yoff","https://sn.coinafrique.com/annonce/terrains/terrain-317m-yoff-4536909","Superficie317","140 000 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4543526_uploaded_image1_1705154649.jpg"
"1716425822-14","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 317m² - Yoff","https://sn.coinafrique.com/annonce/terrains/terrain-317m-yoff-4536909","Superficie317","140 000 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4536909_uploaded_image1_1704843072.jpg"
"1716425823-765","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 200 m2 - Hann Mariste","https://sn.coinafrique.com/annonce/terrains/terrain-200-m2-hann-mariste-4562802","Superficie200","100 000 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4562802_uploaded_image1_1706200031.jpg"
"1716425825-165","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 150m2 - Mbao Baobab 2","https://sn.coinafrique.com/annonce/terrains/terrain-150m2-mbao-baobab-2-4571545","Superficie150","30 000 000 CFA","Mbao, Dakar, Sénégal",""
"1716425826-119","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 300m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4611331","","2 500 000 CFA","Mbour, Sénégal",""
"1716425826-227","https://sn.coinafrique.com/categorie/terrains?page=8","Terrains 150m²  - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mbao-4628432","Superficie150","30 000 000 CFA","Mbao, Dakar, Sénégal",""
"1716425828-481","https://sn.coinafrique.com/categorie/terrains?page=8","Terrains 500m²  - Ngor","https://sn.coinafrique.com/annonce/terrains/terrains-500m-ngor-4628855","Superficie500","750 000 CFA","Ngor, Dakar, Sénégal",""
"1716425831-15","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m²  - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-4584858","Superficie150","13 500 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4742777_uploaded_image1_1715687768.jpg"
"1716425831-16","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m²  - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-4584858","Superficie150","13 500 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4738513_uploaded_image1_1715452714.jpg"
"1716425831-17","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m²  - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-4584858","Superficie150","13 500 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4735223_uploaded_image1_1715281162.jpg"
"1716425831-18","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m²  - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-4584858","Superficie150","13 500 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4733335_uploaded_image1_1715193125.jpg"
"1716425831-19","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m²  - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-4584858","Superficie150","13 500 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4692642_uploaded_image1_1713176964.jpg"
"1716425831-20","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m²  - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-4584858","Superficie150","13 500 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4636738_uploaded_image1_1710172623.jpg"
"1716425831-21","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m²  - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-4584858","Superficie150","13 500 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4645440_uploaded_image1_1710627189.jpg"
"1716425831-22","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m²  - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-4584858","Superficie150","13 500 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4624650_uploaded_image1_1709559413.jpg"
"1716425831-23","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m²  - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-4584858","Superficie150","13 500 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4569070_uploaded_image1_1706614266.jpg"
"1716425831-24","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m²  - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-4584858","Superficie150","13 500 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4608439_uploaded_image1_1708698256.jpg"
"1716425831-25","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m²  - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-4584858","Superficie150","13 500 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4593882_uploaded_image1_1707928916.jpg"
"1716425831-26","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m²  - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-4584858","Superficie150","13 500 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4585840_uploaded_image1_1707469620.jpg"
"1716425832-166","https://sn.coinafrique.com/categorie/terrains?page=9","Vente terrains 150 m2 - Sébikotane","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-sebikotane-4571562","Superficie150","2 000 000 CFA","Rufisque, Sénégal",""
"1716425832-766","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 300m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4609049","Superficie300","4 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4746521_uploaded_image1_1715855413.jpg"
"1716425832-767","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 300m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4609049","Superficie300","4 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4751249_uploaded_image1_1716105546.jpg"
"1716425832-768","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 300m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4609049","Superficie300","4 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4729112_uploaded_image1_1715010460.jpg"
"1716425832-769","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 300m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4609049","Superficie300","4 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4732477_uploaded_image1_1715169352.jpg"
"1716425832-770","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 300m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4609049","Superficie300","4 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4722285_uploaded_image1_1714672917.jpg"
"1716425832-771","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 300m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4609049","Superficie300","4 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4714460_uploaded_image1_1714251508.jpg"
"1716425832-772","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 300m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4609049","Superficie300","4 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4710330_uploaded_image1_1714039184.jpg"
"1716425832-773","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 300m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4609049","Superficie300","4 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4699888_uploaded_image1_1713514376.jpg"
"1716425832-774","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 300m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4609049","Superficie300","4 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4692647_uploaded_image1_1713177190.jpg"
"1716425832-775","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 300m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4609049","Superficie300","4 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4679809_uploaded_image1_1712431870.jpg"
"1716425832-776","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 300m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4609049","Superficie300","4 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4676147_uploaded_image2_1712253561.jpeg"
"1716425832-777","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 300m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4609049","Superficie300","4 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4670327_uploaded_image1_1712007337.jpg"
"1716425835-228","https://sn.coinafrique.com/categorie/terrains?page=8","Terrains 150m²  - Thies Ndayane","https://sn.coinafrique.com/annonce/terrains/terrains-150m-thies-ndayane-4628471","Superficie150","5 000 000 CFA","Thies, Sénégal",""
"1716425836-482","https://sn.coinafrique.com/categorie/terrains?page=8","Location terrain 220m² - Mariste","https://sn.coinafrique.com/annonce/terrains/location-terrain-220m-mariste-4629302","Superficie220","225 000 CFA","Mariste, Dakar, Sénégal",""
"1716425838-120","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain  200m² - Ndiakhirate","https://sn.coinafrique.com/annonce/terrains/terrain-200m-ndiakhirate-4611838","Superficie200","20 000 000 CFA","Dakar, Sénégal",""
"1716425839-167","https://sn.coinafrique.com/categorie/terrains?page=9","Vente terrains 150 m2 - Sébikotane","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-sebikotane-4571558","Superficie150","2 000 000 CFA","Rufisque, Sénégal",""
"1716425840-778","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain  1000m² - Rond point Sam","https://sn.coinafrique.com/annonce/terrains/terrain-1000m-rond-point-sam-4563248","Superficie1000","700 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4563248_uploaded_image1_1706225911.jpg"
"1716425842-27","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m² - Deni Biram Ndao","https://sn.coinafrique.com/annonce/terrains/terrain-150m-deni-biram-ndao-4547094","Superficie150 m2","2 500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4724474_uploaded_image1_1714764984.jpg"
"1716425842-28","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m² - Deni Biram Ndao","https://sn.coinafrique.com/annonce/terrains/terrain-150m-deni-biram-ndao-4547094","Superficie150 m2","2 500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4547094_uploaded_image1_1705358797.jpg"
"1716425842-29","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m² - Deni Biram Ndao","https://sn.coinafrique.com/annonce/terrains/terrain-150m-deni-biram-ndao-4547094","Superficie150 m2","2 500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4541478_uploaded_image1_1705058277.jpg"
"1716425842-30","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m² - Deni Biram Ndao","https://sn.coinafrique.com/annonce/terrains/terrain-150m-deni-biram-ndao-4547094","Superficie150 m2","2 500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4098113_uploaded_image1_1676584414.jpg"
"1716425842-31","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m² - Deni Biram Ndao","https://sn.coinafrique.com/annonce/terrains/terrain-150m-deni-biram-ndao-4547094","Superficie150 m2","2 500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4570026_uploaded_image1_1706656870.jpg"
"1716425842-32","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m² - Deni Biram Ndao","https://sn.coinafrique.com/annonce/terrains/terrain-150m-deni-biram-ndao-4547094","Superficie150 m2","2 500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4504476_uploaded_image1_1702906503.jpg"
"1716425842-33","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m² - Deni Biram Ndao","https://sn.coinafrique.com/annonce/terrains/terrain-150m-deni-biram-ndao-4547094","Superficie150 m2","2 500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4087552_uploaded_image1_1675935949.jpg"
"1716425842-34","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m² - Deni Biram Ndao","https://sn.coinafrique.com/annonce/terrains/terrain-150m-deni-biram-ndao-4547094","Superficie150 m2","2 500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4047299_uploaded_image1_1673555106.jpg"
"1716425842-35","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m² - Deni Biram Ndao","https://sn.coinafrique.com/annonce/terrains/terrain-150m-deni-biram-ndao-4547094","Superficie150 m2","2 500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4247257_uploaded_image3_1686178944.jpeg"
"1716425842-36","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m² - Deni Biram Ndao","https://sn.coinafrique.com/annonce/terrains/terrain-150m-deni-biram-ndao-4547094","Superficie150 m2","2 500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3183887_uploaded_image2_1624280444.jpeg"
"1716425843-229","https://sn.coinafrique.com/categorie/terrains?page=8","Terrains 500m²  - Ngor","https://sn.coinafrique.com/annonce/terrains/terrains-500m-ngor-4628855","Superficie500","750 000 CFA","Ngor, Dakar, Sénégal",""
"1716425844-483","https://sn.coinafrique.com/categorie/terrains?page=8","Vente maison à démolir  - Parcelles Assainies","https://sn.coinafrique.com/annonce/terrains/vente-maison-a-demolir-parcelles-assainies-4629832","Superficie150 m2","47 000 000 CFA","Dakar, Sénégal",""
"1716425845-121","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain - Rufisque Cité Mbaye Jacque Diop","https://sn.coinafrique.com/annonce/terrains/terrain-rufisque-cite-mbaye-jacque-diop-4572039","Superficie150","14 000 000 CFA","Rufisque, Sénégal",""
"1716425846-168","https://sn.coinafrique.com/categorie/terrains?page=9","Vente terrains 150 m2 - Sébikotane","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-sebikotane-4571557","Superficie150","2 000 000 CFA","Rufisque, Sénégal",""
"1716425847-779","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 150m² - Guediaway","https://sn.coinafrique.com/annonce/terrains/terrain-150m-guediaway-4609980","Superficie150 m2","75 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4609980_uploaded_image1_1708781558.jpg"
"1716425847-780","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 150m² - Guediaway","https://sn.coinafrique.com/annonce/terrains/terrain-150m-guediaway-4609980","Superficie150 m2","75 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4588035_uploaded_image1_1707589465.jpg"
"1716425847-781","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 150m² - Guediaway","https://sn.coinafrique.com/annonce/terrains/terrain-150m-guediaway-4609980","Superficie150 m2","75 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2448064_uploaded_image1_1594926783.jpg"
"1716425847-782","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 150m² - Guediaway","https://sn.coinafrique.com/annonce/terrains/terrain-150m-guediaway-4609980","Superficie150 m2","75 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4622279_uploaded_image1_1709413683.jpg"
"1716425847-783","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 150m² - Guediaway","https://sn.coinafrique.com/annonce/terrains/terrain-150m-guediaway-4609980","Superficie150 m2","75 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1938462_uploaded_image1_1586782768.02.png"
"1716425847-784","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 150m² - Guediaway","https://sn.coinafrique.com/annonce/terrains/terrain-150m-guediaway-4609980","Superficie150 m2","75 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1030076_uploaded_image1_1570359441.31.png"
"1716425847-785","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 150m² - Guediaway","https://sn.coinafrique.com/annonce/terrains/terrain-150m-guediaway-4609980","Superficie150 m2","75 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4746367_uploaded_image1_1715851962.jpg"
"1716425847-786","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 150m² - Guediaway","https://sn.coinafrique.com/annonce/terrains/terrain-150m-guediaway-4609980","Superficie150 m2","75 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4681725_uploaded_image1_1712574315.jpg"
"1716425847-787","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 150m² - Guediaway","https://sn.coinafrique.com/annonce/terrains/terrain-150m-guediaway-4609980","Superficie150 m2","75 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4577074_uploaded_image1_1706992039.jpg"
"1716425847-788","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 150m² - Guediaway","https://sn.coinafrique.com/annonce/terrains/terrain-150m-guediaway-4609980","Superficie150 m2","75 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4548163_uploaded_image1_1705414601.jpg"
"1716425847-789","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 150m² - Guediaway","https://sn.coinafrique.com/annonce/terrains/terrain-150m-guediaway-4609980","Superficie150 m2","75 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4202352_uploaded_image1_1683212922.jpg"
"1716425847-790","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 150m² - Guediaway","https://sn.coinafrique.com/annonce/terrains/terrain-150m-guediaway-4609980","Superficie150 m2","75 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4116950_uploaded_image1_1677773823.jpg"
"1716425850-230","https://sn.coinafrique.com/categorie/terrains?page=8","Location terrain 220m² - Mariste","https://sn.coinafrique.com/annonce/terrains/location-terrain-220m-mariste-4629302","Superficie220","225 000 CFA","Mariste, Dakar, Sénégal",""
"1716425851-484","https://sn.coinafrique.com/categorie/terrains?page=8","Vente terrains 60900 m2 - Sangalkam","https://sn.coinafrique.com/annonce/terrains/vente-terrains-60900-m2-sangalkam-4585650","Superficie60900","20 000 CFA","Toubab Dialao, Sénégal",""
